date,day,menu,temp_c,holiday,attendees
2013-04-10,Wednesday,Khichdi,34,No,383
2013-04-11,Thursday,White Sauce Pasta,33,No,430
2013-04-12,Friday,Khichdi,36,Yes,327
2013-04-13,Saturday,Rajma Chawal,30,No,540
2013-04-14,Sunday,Aloo Paratha,29,No,496
2013-04-15,Monday,Aloo Paratha,36,Yes,409
2013-04-16,Tuesday,Pav Bhaji,33,No,512
2013-04-17,Wednesday,Pav Bhaji,28,Yes,407
2013-04-18,Thursday,Dal Khichdi,36,Yes,290
2013-04-19,Friday,Rajma Chawal,32,Yes,432
2013-04-20,Saturday,Khichdi,35,No,393
2013-04-21,Sunday,Aloo Paratha,33,No,514
2013-04-22,Monday,Aloo Paratha,37,Yes,282
2013-04-23,Tuesday,White Sauce Pasta,38,No,499
2013-04-24,Wednesday,Dal Makhani,36,No,541
2013-04-25,Thursday,Chole Bhature,35,No,608
2013-04-26,Friday,Dal Khichdi,38,No,432
2013-04-27,Saturday,Chole Bhature,28,No,560
2013-04-28,Sunday,Veg Fried Rice,29,No,524
2013-04-29,Monday,Biryani,37,No,553
2013-04-30,Tuesday,Dal Makhani,34,No,538
2013-05-01,Wednesday,Idli Sambar,29,No,420
2013-05-02,Thursday,Maggi,32,No,391
2013-05-03,Friday,Pasta,30,Yes,304
2013-05-04,Saturday,Dal Khichdi,34,No,458
2013-05-05,Sunday,Aloo Paratha,30,No,543
2013-05-06,Monday,Chole Bhature,34,No,603
2013-05-07,Tuesday,White Sauce Pasta,35,No,505
2013-05-08,Wednesday,Maggi,31,No,412
2013-05-09,Thursday,Maggi,33,No,324
2013-05-10,Friday,Dal Khichdi,29,No,429
2013-05-11,Saturday,Dal Khichdi,32,No,471
2013-05-12,Sunday,White Sauce Pasta,31,No,505
2013-05-13,Monday,Dal Makhani,37,Yes,357
2013-05-14,Tuesday,White Sauce Pasta,34,No,487
2013-05-15,Wednesday,Idli Sambar,28,No,456
2013-05-16,Thursday,Pasta,32,No,434
2013-05-17,Friday,Dal Khichdi,28,No,477
2013-05-18,Saturday,Veg Fried Rice,35,Yes,351
2013-05-19,Sunday,Veg Fried Rice,34,No,505
2013-05-20,Monday,Aloo Paratha,35,No,483
2013-05-21,Tuesday,Maggi,37,No,376
2013-05-22,Wednesday,Idli Sambar,38,Yes,260
2013-05-23,Thursday,Pasta,34,No,459
2013-05-24,Friday,Maggi,32,No,386
2013-05-25,Saturday,Biryani,29,No,631
2013-05-26,Sunday,Poori Bhaji,29,No,539
2013-05-27,Monday,Dal Makhani,37,No,518
2013-05-28,Tuesday,Khichdi,31,No,456
2013-05-29,Wednesday,Maggi,33,No,362
2013-05-30,Thursday,Pav Bhaji,30,Yes,385
2013-05-31,Friday,Chole Bhature,30,No,590
2013-06-01,Saturday,Pasta,38,Yes,328
2013-06-02,Sunday,Poori Bhaji,29,Yes,397
2013-06-03,Monday,Khichdi,35,No,389
2013-06-04,Tuesday,Veg Fried Rice,35,No,552
2013-06-05,Wednesday,Poori Bhaji,28,Yes,379
2013-06-06,Thursday,Poori Bhaji,32,No,469
2013-06-07,Friday,Aloo Paratha,30,No,488
2013-06-08,Saturday,Maggi,32,No,339
2013-06-09,Sunday,Aloo Paratha,36,No,528
2013-06-10,Monday,Biryani,37,No,594
2013-06-11,Tuesday,Khichdi,28,No,444
2013-06-12,Wednesday,Dal Khichdi,35,No,468
2013-06-13,Thursday,Khichdi,30,Yes,227
2013-06-14,Friday,White Sauce Pasta,36,No,418
2013-06-15,Saturday,Pav Bhaji,30,No,551
2013-06-16,Sunday,Dal Makhani,33,No,543
2013-06-17,Monday,White Sauce Pasta,32,No,446
2013-06-18,Tuesday,Rajma Chawal,37,Yes,348
2013-06-19,Wednesday,Dal Makhani,34,Yes,440
2013-06-20,Thursday,Dal Khichdi,33,Yes,281
2013-06-21,Friday,Maggi,36,No,345
2013-06-22,Saturday,Poori Bhaji,34,Yes,254
2013-06-23,Sunday,Pasta,29,No,511
2013-06-24,Monday,White Sauce Pasta,30,No,487
2013-06-25,Tuesday,White Sauce Pasta,31,Yes,391
2013-06-26,Wednesday,Aloo Paratha,36,No,525
2013-06-27,Thursday,Maggi,28,No,420
2013-06-28,Friday,Idli Sambar,29,No,423
2013-06-29,Saturday,Dal Makhani,34,No,579
2013-06-30,Sunday,White Sauce Pasta,32,No,446
2013-07-01,Monday,Biryani,37,No,577
2013-07-02,Tuesday,Aloo Paratha,29,No,469
2013-07-03,Wednesday,Rajma Chawal,35,Yes,363
2013-07-04,Thursday,Veg Fried Rice,36,No,539
2013-07-05,Friday,Pasta,31,No,433
2013-07-06,Saturday,Biryani,29,No,589
2013-07-07,Sunday,Aloo Paratha,30,No,487
2013-07-08,Monday,Dal Makhani,33,No,548
2013-07-09,Tuesday,Pav Bhaji,29,No,503
2013-07-10,Wednesday,Poori Bhaji,30,No,470
2013-07-11,Thursday,Idli Sambar,29,No,432
2013-07-12,Friday,Pasta,38,Yes,319
2013-07-13,Saturday,Veg Fried Rice,33,No,513
2013-07-14,Sunday,Khichdi,35,No,435
2013-07-15,Monday,Dal Khichdi,33,No,471
2013-07-16,Tuesday,Rajma Chawal,38,No,504
2013-07-17,Wednesday,Pasta,29,No,506
2013-07-18,Thursday,Rajma Chawal,36,No,519
2013-07-19,Friday,Paneer Butter Masala,30,Yes,464
2013-07-20,Saturday,White Sauce Pasta,28,Yes,291
2013-07-21,Sunday,Khichdi,33,Yes,299
2013-07-22,Monday,Poori Bhaji,38,No,428
2013-07-23,Tuesday,Maggi,32,No,402
2013-07-24,Wednesday,Rajma Chawal,36,No,477
2013-07-25,Thursday,Dal Makhani,31,Yes,395
2013-07-26,Friday,Poori Bhaji,35,Yes,273
2013-07-27,Saturday,Poori Bhaji,31,No,437
2013-07-28,Sunday,Pasta,29,No,505
2013-07-29,Monday,Maggi,28,No,384
2013-07-30,Tuesday,Maggi,37,Yes,143
2013-07-31,Wednesday,Veg Fried Rice,31,No,546
2013-08-01,Thursday,Pasta,31,No,436
2013-08-02,Friday,Chole Bhature,37,Yes,469
2013-08-03,Saturday,Dal Khichdi,30,No,426
2013-08-04,Sunday,Chole Bhature,37,No,566
2013-08-05,Monday,Biryani,34,No,624
2013-08-06,Tuesday,Idli Sambar,29,No,414
2013-08-07,Wednesday,Maggi,34,No,392
2013-08-08,Thursday,Paneer Butter Masala,34,No,573
2013-08-09,Friday,Pav Bhaji,34,No,521
2013-08-10,Saturday,White Sauce Pasta,29,No,462
2013-08-11,Sunday,Paneer Butter Masala,34,No,613
2013-08-12,Monday,Aloo Paratha,34,Yes,356
2013-08-13,Tuesday,Chole Bhature,31,No,600
2013-08-14,Wednesday,Pasta,33,Yes,302
2013-08-15,Thursday,Maggi,31,No,334
2013-08-16,Friday,Idli Sambar,34,No,487
2013-08-17,Saturday,Rajma Chawal,34,No,545
2013-08-18,Sunday,Biryani,28,No,668
2013-08-19,Monday,Idli Sambar,30,Yes,374
2013-08-20,Tuesday,Pasta,33,No,457
2013-08-21,Wednesday,Idli Sambar,34,Yes,333
2013-08-22,Thursday,Poori Bhaji,32,No,503
2013-08-23,Friday,Idli Sambar,34,No,496
2013-08-24,Saturday,Rajma Chawal,31,No,502
2013-08-25,Sunday,Paneer Butter Masala,32,Yes,480
2013-08-26,Monday,Idli Sambar,28,No,475
2013-08-27,Tuesday,Dal Khichdi,35,No,453
2013-08-28,Wednesday,Pav Bhaji,34,No,480
2013-08-29,Thursday,Biryani,30,No,626
2013-08-30,Friday,Dal Khichdi,37,No,425
2013-08-31,Saturday,Khichdi,30,No,382
2013-09-01,Sunday,Aloo Paratha,28,No,515
2013-09-02,Monday,Poori Bhaji,32,No,496
2013-09-03,Tuesday,Chole Bhature,29,Yes,498
2013-09-04,Wednesday,Aloo Paratha,28,No,468
2013-09-05,Thursday,Maggi,31,No,386
2013-09-06,Friday,Idli Sambar,30,No,477
2013-09-07,Saturday,Dal Khichdi,34,No,485
2013-09-08,Sunday,Maggi,28,No,391
2013-09-09,Monday,Rajma Chawal,28,No,525
2013-09-10,Tuesday,Paneer Butter Masala,37,No,575
2013-09-11,Wednesday,White Sauce Pasta,30,No,496
2013-09-12,Thursday,White Sauce Pasta,32,Yes,356
2013-09-13,Friday,Biryani,36,No,648
2013-09-14,Saturday,Paneer Butter Masala,28,No,565
2013-09-15,Sunday,Veg Fried Rice,34,No,471
2013-09-16,Monday,Rajma Chawal,32,No,488
2013-09-17,Tuesday,Rajma Chawal,37,No,469
2013-09-18,Wednesday,Khichdi,28,Yes,275
2013-09-19,Thursday,Poori Bhaji,33,No,511
2013-09-20,Friday,Dal Khichdi,28,No,418
2013-09-21,Saturday,Dal Makhani,33,No,537
2013-09-22,Sunday,Chole Bhature,32,No,550
2013-09-23,Monday,Biryani,30,No,584
2013-09-24,Tuesday,White Sauce Pasta,28,No,455
2013-09-25,Wednesday,White Sauce Pasta,38,No,477
2013-09-26,Thursday,Pasta,32,Yes,293
2013-09-27,Friday,Paneer Butter Masala,38,No,545
2013-09-28,Saturday,Maggi,34,No,325
2013-09-29,Sunday,Poori Bhaji,36,No,506
2013-09-30,Monday,Pasta,29,No,504
2013-10-01,Tuesday,White Sauce Pasta,32,Yes,329
2013-10-02,Wednesday,White Sauce Pasta,29,No,447
2013-10-03,Thursday,Rajma Chawal,37,Yes,338
2013-10-04,Friday,Maggi,34,No,364
2013-10-05,Saturday,Maggi,37,Yes,227
2013-10-06,Sunday,Paneer Butter Masala,36,No,604
2013-10-07,Monday,Rajma Chawal,29,No,495
2013-10-08,Tuesday,Aloo Paratha,34,No,489
2013-10-09,Wednesday,Chole Bhature,28,No,556
2013-10-10,Thursday,Idli Sambar,38,No,425
2013-10-11,Friday,Poori Bhaji,36,No,447
2013-10-12,Saturday,White Sauce Pasta,31,No,470
2013-10-13,Sunday,Chole Bhature,30,No,563
2013-10-14,Monday,Poori Bhaji,28,No,466
2013-10-15,Tuesday,Poori Bhaji,33,Yes,321
2013-10-16,Wednesday,Veg Fried Rice,31,Yes,387
2013-10-17,Thursday,Paneer Butter Masala,35,No,549
2013-10-18,Friday,Idli Sambar,32,No,485
2013-10-19,Saturday,Veg Fried Rice,35,No,496
2013-10-20,Sunday,Dal Khichdi,33,No,433
2013-10-21,Monday,Dal Makhani,37,No,494
2013-10-22,Tuesday,Dal Makhani,38,No,512
2013-10-23,Wednesday,Khichdi,30,No,406
2013-10-24,Thursday,Veg Fried Rice,31,No,541
2013-10-25,Friday,Pasta,34,No,465
2013-10-26,Saturday,Aloo Paratha,37,No,453
2013-10-27,Sunday,Biryani,33,No,595
2013-10-28,Monday,Pasta,38,No,491
2013-10-29,Tuesday,Maggi,37,No,332
2013-10-30,Wednesday,Maggi,34,No,348
2013-10-31,Thursday,Khichdi,29,No,434
2013-11-01,Friday,Idli Sambar,33,No,461
2013-11-02,Saturday,Khichdi,34,No,454
2013-11-03,Sunday,Pav Bhaji,33,No,506
2013-11-04,Monday,Aloo Paratha,30,No,459
2013-11-05,Tuesday,Rajma Chawal,31,No,485
2013-11-06,Wednesday,Pasta,33,No,453
2013-11-07,Thursday,White Sauce Pasta,28,No,524
2013-11-08,Friday,Dal Khichdi,31,No,481
2013-11-09,Saturday,Poori Bhaji,30,No,477
2013-11-10,Sunday,Khichdi,38,No,354
2013-11-11,Monday,Rajma Chawal,28,Yes,372
2013-11-12,Tuesday,Paneer Butter Masala,35,Yes,422
2013-11-13,Wednesday,Pav Bhaji,31,No,529
2013-11-14,Thursday,White Sauce Pasta,36,No,435
2013-11-15,Friday,Aloo Paratha,29,No,490
2013-11-16,Saturday,Dal Khichdi,37,No,445
2013-11-17,Sunday,Paneer Butter Masala,28,No,642
2013-11-18,Monday,Pasta,34,No,493
2013-11-19,Tuesday,White Sauce Pasta,38,No,499
2013-11-20,Wednesday,Aloo Paratha,33,No,530
2013-11-21,Thursday,Paneer Butter Masala,37,No,599
2013-11-22,Friday,Biryani,36,No,622
2013-11-23,Saturday,Biryani,32,Yes,504
2013-11-24,Sunday,White Sauce Pasta,33,No,505
2013-11-25,Monday,Maggi,38,No,356
2013-11-26,Tuesday,Pasta,38,No,407
2013-11-27,Wednesday,Biryani,34,No,588
2013-11-28,Thursday,White Sauce Pasta,34,No,464
2013-11-29,Friday,Poori Bhaji,29,No,535
2013-11-30,Saturday,Paneer Butter Masala,28,No,575
2013-12-01,Sunday,Biryani,35,No,620
2013-12-02,Monday,Pasta,28,No,501
2013-12-03,Tuesday,Rajma Chawal,38,No,542
2013-12-04,Wednesday,Dal Khichdi,38,No,400
2013-12-05,Thursday,Veg Fried Rice,37,No,517
2013-12-06,Friday,Idli Sambar,37,No,417
2013-12-07,Saturday,Pasta,31,No,453
2013-12-08,Sunday,White Sauce Pasta,34,No,496
2013-12-09,Monday,Poori Bhaji,29,No,500
2013-12-10,Tuesday,Chole Bhature,38,No,545
2013-12-11,Wednesday,Pasta,36,No,414
2013-12-12,Thursday,Rajma Chawal,36,No,473
2013-12-13,Friday,Aloo Paratha,29,Yes,336
2013-12-14,Saturday,Pav Bhaji,34,No,532
2013-12-15,Sunday,Rajma Chawal,35,Yes,369
2013-12-16,Monday,Maggi,32,No,359
2013-12-17,Tuesday,Biryani,38,No,638
2013-12-18,Wednesday,Paneer Butter Masala,30,Yes,453
2013-12-19,Thursday,Dal Khichdi,38,No,413
2013-12-20,Friday,Poori Bhaji,33,No,504
2013-12-21,Saturday,White Sauce Pasta,34,No,423
2013-12-22,Sunday,Poori Bhaji,37,Yes,318
2013-12-23,Monday,Rajma Chawal,38,Yes,422
2013-12-24,Tuesday,Biryani,33,No,592
2013-12-25,Wednesday,Chole Bhature,36,No,604
2013-12-26,Thursday,Poori Bhaji,31,No,481
2013-12-27,Friday,Paneer Butter Masala,33,Yes,525
2013-12-28,Saturday,Rajma Chawal,31,No,576
2013-12-29,Sunday,Maggi,35,No,396
2013-12-30,Monday,Poori Bhaji,36,No,461
2013-12-31,Tuesday,Pav Bhaji,29,No,492
2014-01-01,Wednesday,Idli Sambar,30,No,483
2014-01-02,Thursday,Idli Sambar,36,No,434
2014-01-03,Friday,Dal Khichdi,33,Yes,340
2014-01-04,Saturday,Idli Sambar,38,Yes,257
2014-01-05,Sunday,Maggi,38,No,298
2014-01-06,Monday,Chole Bhature,28,No,632
2014-01-07,Tuesday,Khichdi,38,Yes,262
2014-01-08,Wednesday,Khichdi,37,No,431
2014-01-09,Thursday,Poori Bhaji,35,No,503
2014-01-10,Friday,Paneer Butter Masala,38,No,567
2014-01-11,Saturday,Poori Bhaji,30,No,440
2014-01-12,Sunday,Rajma Chawal,33,No,511
2014-01-13,Monday,Khichdi,35,No,404
2014-01-14,Tuesday,Biryani,34,No,637
2014-01-15,Wednesday,Idli Sambar,34,No,429
2014-01-16,Thursday,Paneer Butter Masala,28,No,579
2014-01-17,Friday,Dal Khichdi,29,No,421
2014-01-18,Saturday,Pav Bhaji,31,Yes,363
2014-01-19,Sunday,Chole Bhature,35,No,534
2014-01-20,Monday,Poori Bhaji,30,No,446
2014-01-21,Tuesday,Veg Fried Rice,28,No,503
2014-01-22,Wednesday,Dal Makhani,30,No,498
2014-01-23,Thursday,Dal Makhani,34,No,569
2014-01-24,Friday,Rajma Chawal,38,Yes,425
2014-01-25,Saturday,Idli Sambar,33,No,421
2014-01-26,Sunday,White Sauce Pasta,35,No,469
2014-01-27,Monday,Idli Sambar,36,No,489
2014-01-28,Tuesday,Dal Khichdi,33,No,428
2014-01-29,Wednesday,Dal Khichdi,28,No,440
2014-01-30,Thursday,Dal Khichdi,34,No,428
2014-01-31,Friday,White Sauce Pasta,37,No,465
2014-02-01,Saturday,Idli Sambar,33,No,439
2014-02-02,Sunday,Dal Khichdi,28,Yes,227
2014-02-03,Monday,Maggi,28,No,394
2014-02-04,Tuesday,Chole Bhature,37,No,591
2014-02-05,Wednesday,Aloo Paratha,33,No,511
2014-02-06,Thursday,Veg Fried Rice,31,Yes,386
2014-02-07,Friday,Biryani,35,No,651
2014-02-08,Saturday,Khichdi,29,No,470
2014-02-09,Sunday,Maggi,33,No,371
2014-02-10,Monday,Poori Bhaji,35,No,474
2014-02-11,Tuesday,Aloo Paratha,29,No,490
2014-02-12,Wednesday,Pav Bhaji,30,Yes,348
2014-02-13,Thursday,Veg Fried Rice,31,No,552
2014-02-14,Friday,White Sauce Pasta,31,Yes,264
2014-02-15,Saturday,Khichdi,30,No,453
2014-02-16,Sunday,Dal Makhani,35,No,567
2014-02-17,Monday,Khichdi,34,No,438
2014-02-18,Tuesday,Dal Khichdi,36,No,454
2014-02-19,Wednesday,Poori Bhaji,36,No,504
2014-02-20,Thursday,White Sauce Pasta,36,No,475
2014-02-21,Friday,Paneer Butter Masala,38,No,601
2014-02-22,Saturday,Paneer Butter Masala,35,Yes,476
2014-02-23,Sunday,Dal Khichdi,28,No,439
2014-02-24,Monday,Poori Bhaji,34,Yes,394
2014-02-25,Tuesday,Pasta,34,No,461
2014-02-26,Wednesday,Maggi,38,Yes,186
2014-02-27,Thursday,Pav Bhaji,36,No,504
2014-02-28,Friday,Dal Khichdi,28,Yes,329
2014-03-01,Saturday,Idli Sambar,38,No,452
2014-03-02,Sunday,Biryani,30,No,622
2014-03-03,Monday,Paneer Butter Masala,36,Yes,463
2014-03-04,Tuesday,White Sauce Pasta,28,No,449
2014-03-05,Wednesday,Maggi,31,No,352
2014-03-06,Thursday,Idli Sambar,34,Yes,241
2014-03-07,Friday,Dal Makhani,29,Yes,408
2014-03-08,Saturday,Veg Fried Rice,30,No,541
2014-03-09,Sunday,Paneer Butter Masala,36,No,601
2014-03-10,Monday,Idli Sambar,38,No,413
2014-03-11,Tuesday,White Sauce Pasta,34,No,420
2014-03-12,Wednesday,Idli Sambar,31,No,440
2014-03-13,Thursday,Poori Bhaji,28,No,504
2014-03-14,Friday,Idli Sambar,38,No,475
2014-03-15,Saturday,Rajma Chawal,32,No,562
2014-03-16,Sunday,Biryani,29,No,608
2014-03-17,Monday,Maggi,38,No,307
2014-03-18,Tuesday,Biryani,31,No,588
2014-03-19,Wednesday,Maggi,33,Yes,159
2014-03-20,Thursday,Veg Fried Rice,36,No,541
2014-03-21,Friday,Dal Makhani,33,Yes,378
2014-03-22,Saturday,Biryani,37,No,561
2014-03-23,Sunday,Dal Khichdi,32,No,392
2014-03-24,Monday,Pasta,30,No,444
2014-03-25,Tuesday,Maggi,35,No,360
2014-03-26,Wednesday,Pav Bhaji,30,No,554
2014-03-27,Thursday,Chole Bhature,29,No,616
2014-03-28,Friday,Khichdi,38,No,423
2014-03-29,Saturday,Dal Makhani,37,No,514
2014-03-30,Sunday,Pasta,34,No,429
2014-03-31,Monday,White Sauce Pasta,33,No,497
2014-04-01,Tuesday,Khichdi,29,No,384
2014-04-02,Wednesday,Dal Makhani,29,No,595
2014-04-03,Thursday,Pav Bhaji,30,No,553
2014-04-04,Friday,Pasta,30,No,457
2014-04-05,Saturday,White Sauce Pasta,36,Yes,371
2014-04-06,Sunday,Chole Bhature,29,No,592
2014-04-07,Monday,Idli Sambar,37,Yes,313
2014-04-08,Tuesday,Veg Fried Rice,32,No,534
2014-04-09,Wednesday,Khichdi,36,No,375
2014-04-10,Thursday,Veg Fried Rice,29,No,540
2014-04-11,Friday,Pasta,34,No,505
2014-04-12,Saturday,Khichdi,31,No,365
2014-04-13,Sunday,Poori Bhaji,30,Yes,314
2014-04-14,Monday,White Sauce Pasta,37,No,443
2014-04-15,Tuesday,Chole Bhature,35,Yes,397
2014-04-16,Wednesday,Maggi,34,No,370
2014-04-17,Thursday,Paneer Butter Masala,36,Yes,432
2014-04-18,Friday,White Sauce Pasta,28,Yes,281
2014-04-19,Saturday,Maggi,33,No,340
2014-04-20,Sunday,Dal Khichdi,28,No,436
2014-04-21,Monday,Khichdi,28,No,401
2014-04-22,Tuesday,Paneer Butter Masala,31,No,598
2014-04-23,Wednesday,Veg Fried Rice,30,No,520
2014-04-24,Thursday,Dal Makhani,31,Yes,348
2014-04-25,Friday,Dal Khichdi,29,No,446
2014-04-26,Saturday,Chole Bhature,32,No,578
2014-04-27,Sunday,Pasta,38,No,465
2014-04-28,Monday,Pasta,34,No,407
2014-04-29,Tuesday,Veg Fried Rice,35,No,562
2014-04-30,Wednesday,Pav Bhaji,28,Yes,399
2014-05-01,Thursday,Rajma Chawal,28,No,593
2014-05-02,Friday,Pasta,28,Yes,359
2014-05-03,Saturday,Rajma Chawal,34,No,480
2014-05-04,Sunday,Poori Bhaji,36,Yes,330
2014-05-05,Monday,Idli Sambar,38,Yes,314
2014-05-06,Tuesday,White Sauce Pasta,36,No,492
2014-05-07,Wednesday,Veg Fried Rice,31,No,504
2014-05-08,Thursday,Poori Bhaji,38,No,486
2014-05-09,Friday,Idli Sambar,35,No,444
2014-05-10,Saturday,Maggi,37,Yes,140
2014-05-11,Sunday,Maggi,38,No,380
2014-05-12,Monday,Chole Bhature,32,No,554
2014-05-13,Tuesday,Pav Bhaji,36,No,459
2014-05-14,Wednesday,Dal Makhani,35,No,490
2014-05-15,Thursday,Poori Bhaji,37,Yes,342
2014-05-16,Friday,Poori Bhaji,38,No,457
2014-05-17,Saturday,Rajma Chawal,32,No,576
2014-05-18,Sunday,Chole Bhature,28,No,585
2014-05-19,Monday,Poori Bhaji,31,No,473
2014-05-20,Tuesday,Poori Bhaji,32,No,518
2014-05-21,Wednesday,Rajma Chawal,29,Yes,333
2014-05-22,Thursday,Pav Bhaji,28,No,485
2014-05-23,Friday,Dal Khichdi,32,No,419
2014-05-24,Saturday,Poori Bhaji,35,No,494
2014-05-25,Sunday,Poori Bhaji,29,No,524
2014-05-26,Monday,Veg Fried Rice,36,No,472
2014-05-27,Tuesday,Chole Bhature,29,No,584
2014-05-28,Wednesday,Khichdi,29,No,428
2014-05-29,Thursday,Khichdi,32,No,438
2014-05-30,Friday,Poori Bhaji,32,Yes,374
2014-05-31,Saturday,Dal Khichdi,38,No,394
2014-06-01,Sunday,Veg Fried Rice,38,Yes,350
2014-06-02,Monday,Rajma Chawal,29,No,533
2014-06-03,Tuesday,Maggi,34,No,320
2014-06-04,Wednesday,Pasta,33,No,427
2014-06-05,Thursday,Aloo Paratha,32,No,456
2014-06-06,Friday,Veg Fried Rice,29,No,581
2014-06-07,Saturday,White Sauce Pasta,36,No,484
2014-06-08,Sunday,Biryani,30,Yes,453
2014-06-09,Monday,Rajma Chawal,33,No,487
2014-06-10,Tuesday,Aloo Paratha,33,No,501
2014-06-11,Wednesday,Khichdi,32,Yes,229
2014-06-12,Thursday,Chole Bhature,38,No,602
2014-06-13,Friday,Khichdi,33,Yes,270
2014-06-14,Saturday,Chole Bhature,28,No,563
2014-06-15,Sunday,Veg Fried Rice,29,No,538
2014-06-16,Monday,Dal Makhani,32,No,512
2014-06-17,Tuesday,Pav Bhaji,33,No,544
2014-06-18,Wednesday,Dal Khichdi,30,No,449
2014-06-19,Thursday,Dal Makhani,30,No,505
2014-06-20,Friday,Rajma Chawal,37,Yes,354
2014-06-21,Saturday,Pasta,36,No,466
2014-06-22,Sunday,Dal Khichdi,29,No,474
2014-06-23,Monday,Poori Bhaji,33,Yes,358
2014-06-24,Tuesday,White Sauce Pasta,37,No,485
2014-06-25,Wednesday,Biryani,35,No,564
2014-06-26,Thursday,Dal Khichdi,36,No,395
2014-06-27,Friday,Paneer Butter Masala,36,No,597
2014-06-28,Saturday,Khichdi,30,No,433
2014-06-29,Sunday,Pasta,31,No,511
2014-06-30,Monday,Poori Bhaji,34,No,470
2014-07-01,Tuesday,Pav Bhaji,36,No,486
2014-07-02,Wednesday,Rajma Chawal,28,No,540
2014-07-03,Thursday,Veg Fried Rice,31,No,502
2014-07-04,Friday,Maggi,35,No,387
2014-07-05,Saturday,Biryani,34,No,617
2014-07-06,Sunday,Biryani,33,No,600
2014-07-07,Monday,Pasta,36,No,491
2014-07-08,Tuesday,Pasta,32,No,413
2014-07-09,Wednesday,Maggi,36,No,380
2014-07-10,Thursday,Dal Khichdi,32,No,392
2014-07-11,Friday,Chole Bhature,31,Yes,458
2014-07-12,Saturday,White Sauce Pasta,36,Yes,324
2014-07-13,Sunday,Dal Makhani,32,No,571
2014-07-14,Monday,Rajma Chawal,29,No,570
2014-07-15,Tuesday,Idli Sambar,34,No,460
2014-07-16,Wednesday,Chole Bhature,34,Yes,410
2014-07-17,Thursday,Dal Makhani,33,No,501
2014-07-18,Friday,Pav Bhaji,30,No,530
2014-07-19,Saturday,Pav Bhaji,30,Yes,355
2014-07-20,Sunday,Chole Bhature,34,No,568
2014-07-21,Monday,Idli Sambar,35,No,426
2014-07-22,Tuesday,Paneer Butter Masala,36,No,607
2014-07-23,Wednesday,Veg Fried Rice,29,No,481
2014-07-24,Thursday,Maggi,33,No,331
2014-07-25,Friday,Paneer Butter Masala,33,No,606
2014-07-26,Saturday,Pasta,32,No,473
2014-07-27,Sunday,Dal Khichdi,28,No,404
2014-07-28,Monday,Pav Bhaji,28,Yes,419
2014-07-29,Tuesday,Biryani,38,No,596
2014-07-30,Wednesday,Aloo Paratha,33,Yes,399
2014-07-31,Thursday,White Sauce Pasta,32,No,501
2014-08-01,Friday,Maggi,34,No,398
2014-08-02,Saturday,Dal Makhani,34,No,564
2014-08-03,Sunday,Pav Bhaji,36,Yes,364
2014-08-04,Monday,Biryani,30,No,624
2014-08-05,Tuesday,White Sauce Pasta,30,No,462
2014-08-06,Wednesday,Poori Bhaji,31,Yes,350
2014-08-07,Thursday,Pasta,35,Yes,276
2014-08-08,Friday,Idli Sambar,31,No,469
2014-08-09,Saturday,Idli Sambar,28,No,447
2014-08-10,Sunday,Aloo Paratha,32,Yes,392
2014-08-11,Monday,Dal Khichdi,34,No,472
2014-08-12,Tuesday,Maggi,33,Yes,132
2014-08-13,Wednesday,Chole Bhature,29,No,615
2014-08-14,Thursday,Poori Bhaji,35,No,471
2014-08-15,Friday,Chole Bhature,36,No,550
2014-08-16,Saturday,Biryani,31,Yes,462
2014-08-17,Sunday,Poori Bhaji,35,Yes,344
2014-08-18,Monday,Dal Makhani,29,No,595
2014-08-19,Tuesday,Dal Makhani,30,No,564
2014-08-20,Wednesday,Poori Bhaji,32,No,453
2014-08-21,Thursday,Idli Sambar,36,No,393
2014-08-22,Friday,Idli Sambar,30,No,464
2014-08-23,Saturday,Chole Bhature,34,Yes,454
2014-08-24,Sunday,Khichdi,35,No,355
2014-08-25,Monday,Rajma Chawal,32,No,498
2014-08-26,Tuesday,Aloo Paratha,31,No,462
2014-08-27,Wednesday,Aloo Paratha,28,No,515
2014-08-28,Thursday,Pav Bhaji,34,No,542
2014-08-29,Friday,Poori Bhaji,31,No,483
2014-08-30,Saturday,Paneer Butter Masala,37,No,600
2014-08-31,Sunday,Paneer Butter Masala,34,No,626
2014-09-01,Monday,Poori Bhaji,30,No,536
2014-09-02,Tuesday,Poori Bhaji,36,No,489
2014-09-03,Wednesday,Aloo Paratha,31,No,513
2014-09-04,Thursday,Biryani,30,Yes,380
2014-09-05,Friday,Khichdi,33,No,377
2014-09-06,Saturday,Dal Khichdi,34,Yes,300
2014-09-07,Sunday,Pav Bhaji,30,No,551
2014-09-08,Monday,Biryani,35,No,590
2014-09-09,Tuesday,Veg Fried Rice,37,No,484
2014-09-10,Wednesday,Rajma Chawal,28,Yes,392
2014-09-11,Thursday,Pav Bhaji,30,No,528
2014-09-12,Friday,Biryani,30,No,582
2014-09-13,Saturday,Rajma Chawal,38,No,493
2014-09-14,Sunday,Rajma Chawal,31,Yes,382
2014-09-15,Monday,Dal Makhani,31,No,591
2014-09-16,Tuesday,White Sauce Pasta,38,Yes,336
2014-09-17,Wednesday,Maggi,35,No,350
2014-09-18,Thursday,Aloo Paratha,28,No,487
2014-09-19,Friday,Pav Bhaji,38,No,498
